provider_id,npi,first_name,last_name,provider_type,specialty_code,specialty_name,license_number,credential_status,credential_expiry_date,address_line1,city,state,zip,phone,last_updated_date
P00295,1000000295,Jessica,Mueller,PA,ONC,Oncology,LIC659024,ACTIVE,2026-06-27,86857 White Station,Aliciafort,IL,94302,574.696.9033x3736,2025-06-10
P00296,1000000296,Ronald,Bennett,DO,ORTH,Orthopedics,LIC358494,ACTIVE,2027-05-11,4812 Kenneth Path,Jerryton,WA,61482,495.967.7665x75460,2025-11-09
P00297,1000000297,Jesus,Brewer,DO,PED,Pediatrics,LIC823769,ACTIVE,2026-10-23,48881 House Courts Apt. 150,West James,IL,43655,844-839-2840x445,2025-06-02
P00298,1000000298,Lydia,Todd,NP,PSY,Psychiatry,LIC401769,ACTIVE,2027-07-28,8263 Jennifer Fords,Hallshire,AZ,72933,001-777-451-5366x37780,2025-06-28
P00299,1000000299,Barbara,Anderson,NP,ONC,Oncology,LIC144109,ACTIVE,2026-05-30,5536 Jennings Lodge,Marktown,TX,74894,8225599996,2025-06-26
P00300,1000000300,Stacy,Brown,NP,NEUR,Neurology,LIC883641,ACTIVE,2027-11-03,71597 Davis Cove Apt. 097,East Jamesfurt,FL,37701,234.481.7058,2025-08-15
P00301,1000000301,Mark,Browning,NP,ORTH,Orthopedics,LIC243941,ACTIVE,2027-12-14,12867 Paul Way Apt. 234,Meyersfort,FL,21312,+1-394-893-8743x027,2025-10-15
P00302,1000000302,Cassidy,Wright,DO,PED,Pediatrics,LIC768933,ACTIVE,2027-11-17,777 Jo Heights Suite 546,South John,TX,81468,001-667-362-9160x3248,2025-01-26
P00303,1000000303,Helen,Bowen,MD,ONC,Oncology,LIC814281,ACTIVE,2027-04-29,6815 Karina Parkways,Robertburgh,CA,33631,880.570.1765,2025-06-19
P00304,1000000304,Randy,Smith,PA,FAMP,Family Practice,LIC600641,ACTIVE,2027-10-31,257 Murray Corner,Lake Stephanie,WA,18884,342.220.9124x1862,2025-07-28
P00305,1000000305,Erica,Hernandez,MD,NEUR,Neurology,LIC906066,ACTIVE,2027-10-24,30837 Mary Valleys Apt. 647,New Adamfurt,FL,26943,753.531.0600,2025-05-27
P00306,1000000306,Erin,Brown,DO,CARD,Cardiology,LIC138105,PENDING,2027-03-04,220 Hunt Via,Marcusborough,AZ,82378,786.461.3315,2025-03-31
P00307,1000000307,Alexis,Valdez,MD,PSY,Psychiatry,LIC109717,ACTIVE,2026-10-24,3731 Santos Land,North Nicolechester,TX,40023,001-497-718-9241x95625,2025-04-06
P00308,1000000308,Tiffany,Estrada,PA,NEUR,Neurology,LIC240718,INACTIVE,2027-04-11,0997 Dixon Streets,New Briana,GA,02243,309.214.3639,2025-05-26
P00309,1000000309,Devin,Jimenez,NP,ORTH,Orthopedics,LIC270387,ACTIVE,2026-04-26,63039 Stevenson Isle,West Lonnie,WA,05692,864.703.5533x80339,2025-04-09
P00310,1000000310,Isaiah,Soto,NP,FAMP,Family Practice,LIC695361,ACTIVE,2026-12-12,1302 David Extensions,East William,FL,56369,001-974-523-3629x3449,2025-01-08
P00311,1000000311,Joseph,Harrington,PA,FAMP,Family Practice,LIC967161,ACTIVE,2027-10-17,6627 Henderson Ridge,Wolffort,IL,03097,001-966-614-9828x24674,2025-11-09
P00312,1000000312,Nicholas,Obrien,MD,DERM,Dermatology,LIC293757,PENDING,2027-11-17,2732 Adam Wall,Travischester,GA,52228,001-556-874-9160x1692,2025-07-25
P00313,1000000313,Susan,Wise,NP,NEUR,Neurology,LIC502206,ACTIVE,2026-01-07,750 House Street Apt. 370,Crystaltown,WA,91919,+1-824-897-2439x92011,2025-05-08
P00314,1000000314,Janice,Mccann,MD,NEUR,Neurology,LIC374258,ACTIVE,2027-08-20,362 King Hollow,Willischester,FL,99127,001-211-395-2436x4027,2025-06-04
P00315,1000000315,Chad,Horton,PA,CARD,Cardiology,LIC421709,ACTIVE,2026-05-02,462 Nicholas Squares Apt. 372,South Ashleyborough,WA,24832,402.334.6791,2025-12-08
P00316,1000000316,Kelly,Gray,NP,DERM,Dermatology,LIC744481,ACTIVE,2026-10-30,50937 Chambers Courts Apt. 040,North Jasontown,NY,49740,+1-584-777-5965x555,2025-11-24
P00317,1000000317,Elizabeth,Gray,NP,PSY,Psychiatry,LIC536045,ACTIVE,2027-04-11,5107 Hardy Dam,New Davidhaven,GA,37131,001-735-279-7863x050,2025-03-20
P00318,1000000318,Tara,Fitzgerald,MD,PED,Pediatrics,LIC651033,ACTIVE,2027-11-28,97691 Patterson Mountains Apt. 649,Lake Douglas,IL,68665,001-480-927-1487,2025-05-07
P00319,1000000319,Stephanie,Olson,MD,DERM,Dermatology,LIC969032,ACTIVE,2026-04-25,32116 Ethan Islands,Mirandabury,FL,94764,771-828-7153x991,2025-10-16
P00320,1000000320,Renee,Paul,PA,FAMP,Family Practice,LIC221886,ACTIVE,2026-12-02,863 Jonathon Highway Apt. 115,Lake Sheri,GA,75584,(825)769-0409x836,2025-03-26
P00321,1000000321,Kelsey,Salinas,MD,DERM,Dermatology,LIC575458,ACTIVE,2027-04-02,993 Randall Plain,Stewartport,AZ,29193,972.594.2095x4814,2025-09-19
P00322,1000000322,Troy,Padilla,PA,PSY,Psychiatry,LIC805448,INACTIVE,2026-03-01,52330 Melissa Stream Suite 420,Rogersfort,CA,46154,001-266-618-4438x61259,2025-10-16
P00323,1000000323,Stephen,Martin,DO,ONC,Oncology,LIC706403,ACTIVE,2026-01-04,7423 Linda Flat,West Jessicashire,AZ,13863,+1-826-462-0157x20185,2025-05-11
P00324,1000000324,Courtney,Powell,MD,NEUR,Neurology,LIC172371,PENDING,2026-03-07,36749 Denise Lane,Port Stevenfurt,GA,36574,+1-975-601-1117x8309,2025-12-25
P00325,1000000325,Heather,Davis,DO,CARD,Cardiology,LIC906325,ACTIVE,2027-02-23,7649 Cory Circles,South Lisa,AZ,03089,(488)287-1898x1312,2025-05-27
P00326,1000000326,Angela,Mcbride,PA,NEUR,Neurology,LIC493892,ACTIVE,2027-04-05,29321 York Bypass,North Williamstad,NY,71860,(960)434-0848,2025-07-15
P00327,1000000327,Barbara,Neal,PA,NEUR,Neurology,LIC654531,ACTIVE,2026-07-02,883 Elaine Cape Apt. 032,Melissaborough,FL,18091,+1-683-895-4296x184,2025-03-02
P00328,1000000328,Debra,Martin,PA,CARD,Cardiology,LIC806215,ACTIVE,2026-11-02,46283 Crystal Grove Apt. 598,South Lorraine,AZ,41966,(360)793-1418x18615,2025-01-12
P00329,1000000329,Regina,Strickland,PA,ONC,Oncology,LIC462974,ACTIVE,2026-09-11,40163 Lynn Tunnel,East Alishaport,FL,77679,818.459.4849x1025,2025-04-28
P00330,1000000330,Michael,Figueroa,PA,DERM,Dermatology,LIC744793,ACTIVE,2027-11-08,9240 Diane Divide Suite 940,Jasminebury,CA,89396,+1-567-627-5784x468,2025-01-17
P00331,1000000331,Cynthia,Miller,MD,PED,Pediatrics,LIC722795,ACTIVE,2026-03-10,5111 Shirley Expressway Apt. 148,Stokestown,CA,56073,+1-782-577-8816x09306,2025-04-16
P00332,1000000332,Virginia,Guerrero,PA,PED,Pediatrics,LIC345722,ACTIVE,2027-02-16,728 Gregory Lakes,New Michael,CA,07173,(676)525-1538x14474,2025-01-23
P00333,1000000333,Aaron,Welch,DO,FAMP,Family Practice,LIC955413,INACTIVE,2026-10-24,48079 Brown Avenue Suite 545,North Michaelburgh,IL,53200,(901)267-3188x261,2025-09-15
P00334,1000000334,Eric,Douglas,DO,NEUR,Neurology,LIC792282,ACTIVE,2026-11-06,6545 Mcclain Plain,Danielmouth,AZ,86520,422.856.0531x340,2025-05-02
P00335,1000000335,Robert,Rivera,DO,ORTH,Orthopedics,LIC756401,ACTIVE,2026-03-04,37416 Pierce Union,West Karen,GA,52913,862.211.0225x80305,2025-05-21
P00336,1000000336,Ryan,Roberts,PA,CARD,Cardiology,LIC923975,ACTIVE,2027-10-21,63928 John Trafficway Apt. 436,South Jasmine,AZ,14009,001-689-523-9231x260,2025-06-26
P00337,1000000337,Sarah,Simmons,PA,ONC,Oncology,LIC292811,ACTIVE,2026-11-04,06684 Jeffrey Meadow,Brownchester,GA,84894,7412454563,2025-03-18
P00338,1000000338,Hunter,Smith,DO,PED,Pediatrics,LIC944917,ACTIVE,2026-11-04,47491 Lopez Overpass Suite 541,Lake Alexanderside,CA,17580,455-398-9534x39611,2025-04-26
P00339,1000000339,Blake,Donaldson,DO,ONC,Oncology,LIC507286,ACTIVE,2027-07-25,71189 Turner Mountains,New Jennifer,FL,06243,(336)884-8557,2025-08-02
P00340,1000000340,Carlos,Barnes,PA,NEUR,Neurology,LIC988283,ACTIVE,2026-03-22,94240 Laura Square,Lake Lisa,FL,65385,+1-488-212-7868x66943,2025-11-28
P00341,1000000341,Ernest,Robinson,MD,CARD,Cardiology,LIC176319,ACTIVE,2027-01-22,788 Turner Forges,Jeanetteside,FL,16112,(430)683-4024,2025-05-18
P00342,1000000342,Morgan,Williams,NP,PSY,Psychiatry,LIC116078,ACTIVE,2026-12-07,81059 Nguyen Squares,Jenniferchester,FL,80649,850-605-3424x0891,2025-04-17
P00343,1000000343,Molly,Walters,DO,DERM,Dermatology,LIC515898,INACTIVE,2026-09-06,3543 Moore Fort,Richardsonfort,IL,12781,427.822.3972x4042,2025-09-03
P00344,1000000344,Grace,Lopez,NP,ORTH,Orthopedics,LIC423404,ACTIVE,2027-04-23,63761 Jessica Valley,New Coryfurt,GA,03216,200-223-1429,2025-07-14
P00345,1000000345,Susan,Rodriguez,NP,PSY,Psychiatry,LIC312994,ACTIVE,2027-04-26,132 Malone Mills Apt. 457,East Brian,AZ,91208,281-500-1841x862,2025-02-20
P00346,1000000346,Andrew,Simmons,DO,CARD,Cardiology,LIC117007,ACTIVE,2026-08-15,4361 Jackson Creek,North Stephanie,AZ,37438,(719)451-5109x226,2025-10-16
P00347,1000000347,Erin,Hernandez,NP,ORTH,Orthopedics,LIC341192,ACTIVE,2026-07-20,451 Hendricks Shore Suite 410,Port Diana,FL,42477,(467)371-1964,2025-03-20
P00348,1000000348,Marcus,Anderson,NP,PSY,Psychiatry,LIC369826,ACTIVE,2027-11-02,5767 Guzman Roads Suite 236,Dunnside,GA,70463,788.236.1968x9313,2025-10-09
P00349,1000000349,James,Jefferson,NP,PSY,Psychiatry,LIC277487,ACTIVE,2026-06-22,721 Rhonda Lake Apt. 472,Sanchezbury,GA,07823,001-421-226-0650x1917,2025-08-24
P00350,1000000350,Dylan,Thomas,MD,FAMP,Family Practice,LIC649395,ACTIVE,2027-10-20,09622 Manning Summit,Theodoremouth,TX,58693,+1-804-912-0092x8206,2025-10-05
P00351,1000000351,Angela,Gallegos,DO,CARD,Cardiology,LIC983472,ACTIVE,2027-02-27,362 Dudley Pike Suite 236,East Philipside,TX,79810,877-556-6205,2025-01-04
P00352,1000000352,Joseph,Garcia,PA,FAMP,Family Practice,LIC491329,ACTIVE,2026-08-12,503 Martin Coves Apt. 390,Jacobborough,GA,84175,2342199097,2025-01-05
P00353,1000000353,Leonard,Harding,PA,PSY,Psychiatry,LIC112426,ACTIVE,2026-01-07,4683 Walton Stream,Terriville,WA,43927,(981)382-0967x90422,2025-01-09
P00354,1000000354,Nicole,Davis,PA,ORTH,Orthopedics,LIC945328,INACTIVE,2027-05-30,22889 West Curve,Kellychester,NY,05745,001-463-639-9129x710,2025-01-09
P00355,1000000355,Amy,Novak,DO,DERM,Dermatology,LIC352674,ACTIVE,2027-06-21,1752 Martin Harbors,Michaelland,WA,23987,001-674-874-7219x705,2025-02-19
P00356,1000000356,Robert,Harvey,MD,NEUR,Neurology,LIC491172,PENDING,2027-02-11,5895 Miller Loop,Bakerton,GA,81846,+1-503-880-2146x2961,2025-05-17
P00357,1000000357,Morgan,Caldwell,NP,PED,Pediatrics,LIC817269,INACTIVE,2026-08-20,7871 Henry Coves Suite 636,Calebmouth,TX,79716,237.814.7082x7235,2025-12-23
P00358,1000000358,Bryan,Stokes,PA,CARD,Cardiology,LIC495490,ACTIVE,2027-02-20,3030 Nelson Roads Apt. 121,Richardport,CA,93851,568.734.2016x542,2025-02-17
P00359,1000000359,Sheri,Olson,MD,CARD,Cardiology,LIC624139,INACTIVE,2026-06-25,659 Morrow Points,North Jennifer,IL,76324,+1-625-250-2727x516,2025-12-26
P00360,1000000360,Vanessa,Harding,DO,DERM,Dermatology,LIC321686,INACTIVE,2026-02-13,791 Jeffery Field,Hortonburgh,GA,79267,(335)933-9055x0448,2025-09-28
P00361,1000000361,Deborah,Bryant,NP,ORTH,Orthopedics,LIC669408,ACTIVE,2026-03-18,5868 Wilson Fall Suite 652,New Ryan,CA,37860,+1-364-991-1110x96179,2025-01-24
P00362,1000000362,Wesley,Shaffer,DO,FAMP,Family Practice,LIC715551,ACTIVE,2026-01-17,3378 Wilson Walks Suite 157,Odonnellfurt,AZ,01497,(238)244-4463x060,2025-06-11
P00363,1000000363,Eric,Brooks,DO,DERM,Dermatology,LIC694223,INACTIVE,2026-06-16,2963 Lee Row Suite 096,Lake Peter,AZ,95936,(365)882-6312,2025-06-03
P00364,1000000364,Megan,Burton,MD,NEUR,Neurology,LIC625119,ACTIVE,2026-05-24,253 Christopher Mews Apt. 920,New Patrickberg,IL,59969,+1-352-433-4383x6404,2025-07-16
P00365,1000000365,Courtney,Little,DO,CARD,Cardiology,LIC979414,ACTIVE,2027-03-24,79112 Green Falls,North Troystad,AZ,27760,(417)406-1713x6657,2025-02-20
P00366,1000000366,Kent,Berger,NP,NEUR,Neurology,LIC921609,PENDING,2027-10-12,55799 Eric Streets,Saraborough,GA,79945,5802882351,2025-01-16
P00367,1000000367,Mark,Robinson,PA,PED,Pediatrics,LIC552825,ACTIVE,2027-07-21,4731 Erickson Run,Stuartfort,AZ,57656,963.842.3461x99423,2025-07-02
P00368,1000000368,Nicole,Henderson,DO,DERM,Dermatology,LIC847748,ACTIVE,2026-10-30,9196 Gonzalez Knoll Suite 172,New Johnnychester,WA,38967,+1-385-560-1256x253,2025-11-13
P00369,1000000369,Diane,Watson,DO,FAMP,Family Practice,LIC875584,ACTIVE,2027-12-30,05053 Bradley Islands Apt. 816,Carolynhaven,IL,29004,784-591-9665,2025-07-14
P00370,1000000370,James,Lang,NP,DERM,Dermatology,LIC566339,ACTIVE,2026-01-06,46117 Carolyn Ramp Suite 390,Andrewshire,WA,01110,342.860.8805x017,2025-02-16
P00371,1000000371,Jennifer,Hill,DO,DERM,Dermatology,LIC551914,ACTIVE,2026-03-31,1857 Phillip Square Suite 715,North Jeffreytown,AZ,18685,256-232-1358,2025-03-09
P00372,1000000372,Jordan,Glover,NP,DERM,Dermatology,LIC681141,ACTIVE,2026-04-02,41459 Nelson Extension,New Steven,IL,17053,929-567-1883x97745,2025-01-14
P00373,1000000373,Christopher,Miranda,PA,ONC,Oncology,LIC506637,ACTIVE,2026-10-26,8331 Teresa Circle,North Ellen,FL,61862,(337)415-3988x5472,2025-01-07
P00374,1000000374,Jeffery,Cox,DO,FAMP,Family Practice,LIC245584,ACTIVE,2027-01-25,836 Casey Manors Apt. 491,South Nancy,WA,98153,930-772-4078,2025-12-17
P00375,1000000375,Joseph,Mcintosh,DO,PSY,Psychiatry,LIC555791,ACTIVE,2026-03-06,6326 Romero Center,Nelsonville,WA,06941,+1-866-334-3629x4897,2025-03-16
P00376,1000000376,Erin,Lucas,NP,PSY,Psychiatry,LIC358568,ACTIVE,2027-01-05,10094 Cameron Courts,Jeremyfurt,GA,51869,(313)447-3235x4940,2025-02-09
P00377,1000000377,Wesley,Graves,DO,PED,Pediatrics,LIC419457,ACTIVE,2026-04-20,432 Maldonado Expressway Apt. 572,Lake Thomasmouth,AZ,03230,(241)920-9579,2025-08-23
P00378,1000000378,Morgan,Kennedy,NP,NEUR,Neurology,LIC561607,ACTIVE,2027-01-25,94388 Kari Trail,North Kevinmouth,NY,59826,958.347.4570x5458,2025-11-14
P00379,1000000379,Joseph,Stone,DO,ORTH,Orthopedics,LIC602278,ACTIVE,2027-09-10,63257 John Streets,Howardland,AZ,25908,(614)687-8245x5696,2025-06-14
P00380,1000000380,James,Riley,PA,NEUR,Neurology,LIC703853,ACTIVE,2027-12-13,167 Roberts Branch Suite 272,Cindyburgh,IL,40300,641.240.7034x9107,2025-05-30
P00381,1000000381,Russell,Keller,NP,ONC,Oncology,LIC219420,INACTIVE,2027-02-07,42548 Stephanie Station,Douglasborough,FL,57130,001-814-830-7536,2025-05-24
P00382,1000000382,Tammy,Garcia,MD,FAMP,Family Practice,LIC862538,ACTIVE,2027-07-18,9429 Shelton Islands Apt. 342,Spencerport,FL,40477,449-978-2661,2025-12-16
P00383,1000000383,Heather,Gordon,MD,PSY,Psychiatry,LIC958747,INACTIVE,2027-12-11,5676 Murray Points Apt. 612,Kristinshire,AZ,67636,(929)289-4062x607,2025-05-30
P00384,1000000384,Christopher,Nelson,NP,PSY,Psychiatry,LIC353777,ACTIVE,2027-10-11,9149 Vaughn Way,North Joyhaven,NY,97410,001-203-982-8723x244,2025-03-13
P00385,1000000385,Cindy,Gonzalez,PA,ONC,Oncology,LIC726979,ACTIVE,2026-03-17,29181 James Mountains,Port Williamfurt,AZ,07795,946-372-3849,2025-07-13
P00386,1000000386,Ryan,Fields,NP,ONC,Oncology,LIC835716,INACTIVE,2026-02-07,32883 Castillo Highway,New Trevorview,TX,51774,(617)266-2047x1960,2025-10-06
P00387,1000000387,Deanna,Barry,NP,DERM,Dermatology,LIC274418,ACTIVE,2027-11-05,52774 Tina Knolls Apt. 586,East Dianastad,CA,86475,001-495-672-4461x7679,2025-05-08
P00388,1000000388,David,Nguyen,MD,ONC,Oncology,LIC111060,ACTIVE,2027-03-17,961 Anthony Street Apt. 311,Villafort,FL,42923,001-933-712-6610x94101,2025-06-19
P00389,1000000389,Catherine,Pittman,PA,PED,Pediatrics,LIC585556,ACTIVE,2027-01-19,1762 James Overpass,Sheltonbury,NY,26871,001-726-883-1901x3020,2025-08-17
P00390,1000000390,Ashley,Lin,MD,NEUR,Neurology,LIC409783,ACTIVE,2027-05-10,87339 Mason Knolls Apt. 176,Sawyershire,TX,10743,(784)211-7309,2025-01-13
P00391,1000000391,Jeffrey,Shepard,NP,DERM,Dermatology,LIC459731,ACTIVE,2026-12-23,5124 Amanda Garden Suite 690,New Thomasview,FL,86121,5057643502,2025-03-14
P00392,1000000392,Sandra,Alvarado,MD,PSY,Psychiatry,LIC559450,ACTIVE,2027-05-03,71990 Zavala Mall,New Timothyberg,GA,35957,001-201-207-8356x7430,2025-06-28
P00393,1000000393,Kim,Shepherd,MD,NEUR,Neurology,LIC949541,ACTIVE,2026-11-04,087 Paul Lane Apt. 668,North Samuel,CA,81195,(853)256-0331x903,2025-02-04
P00394,1000000394,Vicki,Smith,DO,NEUR,Neurology,LIC876459,ACTIVE,2026-04-22,10272 Williams Keys,West David,NY,52643,611.514.8375x3745,2025-11-28
P00395,1000000395,Alison,Adams,PA,FAMP,Family Practice,LIC584498,ACTIVE,2027-07-28,56974 James Dam,West Judy,AZ,28126,952-203-7710,2025-06-19
P00396,1000000396,Joseph,Chapman,PA,FAMP,Family Practice,LIC514798,ACTIVE,2027-10-18,04967 Michelle Lights Suite 033,Lopezchester,FL,70295,5402850954,2025-04-06
P00397,1000000397,Matthew,Calderon,PA,PSY,Psychiatry,LIC104666,ACTIVE,2027-03-16,0186 Garrison Place Suite 699,Franciscofurt,FL,61755,001-232-604-4138x4596,2025-10-31
P00398,1000000398,Michael,Hopkins,MD,ORTH,Orthopedics,LIC938338,INACTIVE,2026-03-06,49542 Ford Mill,South Benjaminstad,NY,63442,+1-483-660-9149x8517,2025-12-27
P00399,1000000399,Katie,Hill,PA,NEUR,Neurology,LIC219490,ACTIVE,2026-07-21,32290 Danny Camp Apt. 879,Bobbybury,GA,08471,001-944-305-8093x511,2025-06-16
P00400,1000000400,William,Young,PA,NEUR,Neurology,LIC715519,ACTIVE,2027-02-02,561 Liu Divide Apt. 595,Theresastad,IL,62194,790-725-0429x0193,2025-11-02
P00401,1000000401,Shelby,Gray,NP,PSY,Psychiatry,LIC744333,ACTIVE,2026-06-26,261 Susan Fork,Ryanville,NY,69675,6975887543,2025-11-13
P00402,1000000402,Mark,Lloyd,NP,NEUR,Neurology,LIC222629,ACTIVE,2026-09-02,75137 Cox Knoll Apt. 579,South Kristie,NY,30616,001-628-736-9294,2025-03-02
P00403,1000000403,Lee,Miller,DO,ONC,Oncology,LIC702727,ACTIVE,2027-09-03,297 Rachel Wells Suite 021,Bakerside,NY,93743,712.406.0212x8866,2025-08-03
P00404,1000000404,Richard,Hawkins,DO,PSY,Psychiatry,LIC681868,ACTIVE,2027-07-05,55999 Virginia Cape Apt. 576,Yangchester,WA,38418,001-772-929-8120x99576,2025-11-22
P00405,1000000405,Gregory,Sharp,PA,FAMP,Family Practice,LIC749498,ACTIVE,2026-11-19,34750 Mitchell Lights Suite 220,South April,IL,75885,+1-451-654-2144x773,2025-04-06
P00406,1000000406,Sheila,Green,DO,CARD,Cardiology,LIC954815,ACTIVE,2026-05-20,42138 Anthony Canyon,North Tracy,GA,03879,(934)896-7827x411,2025-09-06
P00407,1000000407,Trevor,Miller,PA,ONC,Oncology,LIC844638,INACTIVE,2027-05-19,1513 Mark Parkways,Joshuahaven,GA,88592,001-815-506-1853x80032,2025-12-17
P00408,1000000408,Emily,Baker,MD,FAMP,Family Practice,LIC934541,ACTIVE,2027-08-02,2742 Cynthia Corners,North Ryan,WA,64816,+1-593-720-6496,2025-02-12
P00409,1000000409,Todd,Sandoval,NP,CARD,Cardiology,LIC276379,ACTIVE,2026-08-19,3477 Harper Plains,Phillipsbury,GA,15229,001-446-975-3612x75156,2025-05-21
P00410,1000000410,Mary,Shields,NP,DERM,Dermatology,LIC912764,ACTIVE,2026-04-27,304 Romero Vista Suite 085,Emilychester,IL,51799,866.540.4735x047,2025-10-21
P00411,1000000411,Ashley,Jackson,DO,CARD,Cardiology,LIC545807,ACTIVE,2027-07-14,199 Anderson Plains,Lake Andrewfurt,FL,12330,001-555-681-0835x83286,2025-08-14
P00412,1000000412,Laurie,Lozano,NP,ORTH,Orthopedics,LIC465509,INACTIVE,2027-04-06,3830 Megan Throughway Apt. 867,East Justintown,TX,30648,+1-830-241-6624x1118,2025-01-17
P00413,1000000413,Alexis,Greer,DO,PSY,Psychiatry,LIC950083,ACTIVE,2026-08-31,96394 Coleman Summit,West Joshuaborough,IL,13566,697-564-6136x847,2025-03-02
P00414,1000000414,Patrick,Kaiser,DO,ONC,Oncology,LIC922974,ACTIVE,2027-09-23,8173 Ray Fort Suite 579,Lake Lanceberg,FL,83065,418-823-7931,2025-03-26
P00415,1000000415,Christina,Wells,NP,CARD,Cardiology,LIC725850,ACTIVE,2026-12-26,74645 Benjamin Spurs,Savageview,IL,90992,987.387.5357,2025-10-19
P00416,1000000416,Samantha,Simmons,NP,ORTH,Orthopedics,LIC999695,ACTIVE,2027-08-10,2028 Gabriel Mill,North Nicolefort,TX,22877,+1-787-728-6604x1644,2025-05-29
P00417,1000000417,Anne,Martin,NP,FAMP,Family Practice,LIC787757,ACTIVE,2026-03-02,395 Kennedy Fords Suite 228,Smithchester,NY,23992,(971)704-3318,2025-07-30
P00418,1000000418,Cody,Weber,NP,PED,Pediatrics,LIC968726,ACTIVE,2027-12-30,58350 Joshua View,Silvaport,AZ,48640,+1-464-688-3192x134,2025-03-16
P00419,1000000419,Anne,Martinez,NP,PSY,Psychiatry,LIC758309,ACTIVE,2027-08-15,9994 Clark Alley Apt. 319,East Fred,GA,00533,810-828-7675x48138,2025-03-14
P00420,1000000420,Kim,Mccarthy,PA,DERM,Dermatology,LIC640659,ACTIVE,2026-04-06,8581 Stephanie Roads Suite 268,Henryview,IL,90333,886-552-0575,2025-11-21
P00421,1000000421,Christina,Walter,MD,PSY,Psychiatry,LIC911739,INACTIVE,2026-12-02,5203 Ward Fields,New Lanceville,TX,48849,280-294-0476x044,2025-09-07
P00422,1000000422,Michelle,Pennington,NP,PSY,Psychiatry,LIC991401,ACTIVE,2027-11-12,2781 Mike Ridge Apt. 221,Flowersville,AZ,07847,705.218.4390x552,2025-11-22
P00423,1000000423,Shelia,Powell,PA,PED,Pediatrics,LIC381581,ACTIVE,2026-08-05,38241 Scott Harbor,Lake William,WA,23172,+1-304-348-5157x9197,2025-08-08
P00424,1000000424,Samantha,White,DO,NEUR,Neurology,LIC693643,INACTIVE,2027-08-15,59020 Dana Mount,Lake Sherryport,IL,89746,+1-532-540-6424x2956,2025-10-08
P00425,1000000425,Joshua,Gonzalez,PA,CARD,Cardiology,LIC117072,ACTIVE,2026-04-12,7417 Lane Keys Suite 209,Mooreshire,NY,28112,001-665-543-5884x183,2025-01-24
P00426,1000000426,Taylor,Johnson,PA,PSY,Psychiatry,LIC312146,PENDING,2026-01-01,272 Willis Landing,Barrettton,NY,42754,001-615-402-6755x125,2025-08-22
P00427,1000000427,Steven,Lopez,MD,ORTH,Orthopedics,LIC786385,ACTIVE,2026-10-08,9799 Simon Mountains,West Jennifer,TX,79267,276-440-3816x64969,2025-03-23
P00428,1000000428,William,Nielsen,DO,NEUR,Neurology,LIC154302,ACTIVE,2027-10-27,225 Tara Inlet,Port Michael,WA,52404,(470)523-2441,2025-12-07
P00429,1000000429,Michaela,Kim,MD,PED,Pediatrics,LIC837880,ACTIVE,2027-11-03,85072 Garcia Plaza,Halefort,FL,88114,(873)316-2526x5469,2025-08-08
P00430,1000000430,Michael,Santiago,DO,PSY,Psychiatry,LIC644676,ACTIVE,2026-05-16,92355 Mason Alley,Melendezbury,CA,18599,630.834.6156x2624,2025-02-09
P00431,1000000431,Emma,Castillo,MD,CARD,Cardiology,LIC542828,ACTIVE,2026-12-18,2268 Steven Corner Suite 160,West David,GA,66950,(770)976-6046x4197,2025-12-23
P00432,1000000432,Jennifer,Richard,MD,DERM,Dermatology,LIC866260,INACTIVE,2027-01-28,26861 Adam Station Suite 389,Grahammouth,TX,37425,8177750954,2025-04-28
P00433,1000000433,Emily,Wang,DO,NEUR,Neurology,LIC501312,ACTIVE,2026-11-03,424 Butler Mission,Kennethton,NY,78590,350-486-3218,2025-07-08
P00434,1000000434,Jessica,Schultz,MD,FAMP,Family Practice,LIC739966,ACTIVE,2027-06-28,5793 Williams Islands Suite 029,South Williamland,GA,44773,+1-646-560-2416x1394,2025-02-05
P00435,1000000435,Heather,Williams,DO,NEUR,Neurology,LIC531709,ACTIVE,2027-10-06,64248 Cassandra Falls Suite 406,North Kimberly,GA,86643,(244)779-5133,2025-04-20
P00436,1000000436,Jeffrey,Carr,DO,PED,Pediatrics,LIC888996,ACTIVE,2026-04-13,695 Alvarez Point Apt. 555,Lynnberg,AZ,61049,001-773-382-6460x9178,2025-02-14
P00437,1000000437,Jared,Mercer,DO,NEUR,Neurology,LIC359822,ACTIVE,2026-11-19,4577 Eric Prairie Apt. 959,Perrytown,TX,98986,587-336-8269x1163,2025-08-08
P00438,1000000438,Ashley,White,NP,PED,Pediatrics,LIC916808,INACTIVE,2027-09-08,686 Potter Manor,Luisstad,CA,83112,958-688-6367,2025-10-11
P00439,1000000439,Margaret,Cole,DO,ORTH,Orthopedics,LIC884170,ACTIVE,2027-06-15,4085 Douglas Springs,South Bettychester,CA,55324,(730)593-2998x19960,2025-04-16
P00440,1000000440,Garrett,Garrett,MD,PED,Pediatrics,LIC352792,ACTIVE,2027-01-31,0968 Melissa Estates,Woodbury,TX,23466,935.524.1039x7739,2025-09-11
P00441,1000000441,Laura,Kaufman,DO,CARD,Cardiology,LIC505629,INACTIVE,2026-11-21,523 Bowen Cliff,Lake Antoniochester,AZ,68627,661.864.8198x0770,2025-07-04
